timestamp,demand,TSD,ENGLAND_WALES_DEMAND,demand_outlier_flag,temperature,humidity,wind_speed,holiday_flag,hour,day,month,day_of_week,is_weekend,demand_lag_1,demand_lag_48,demand_lag_336,demand_rolling_3,demand_rolling_48,demand_rolling_336
2024-01-08 11:30:00+00:00,41342.0,42828.0,37467.0,False,12.25,68.5,7.5,0,11,8,1,0,0,41092.0,32565.0,26664.0,40988.666666666664,33061.625,30692.458333333332
2024-01-08 12:00:00+00:00,41508.0,43194.0,37610.0,False,12.25,68.0,7.5,0,12,8,1,0,0,41342.0,33096.0,27852.0,41149.666666666664,33244.479166666664,30736.14285714286
2024-01-08 12:30:00+00:00,41652.0,43324.0,37728.0,False,12.25,68.0,7.5,0,12,8,1,0,0,41508.0,33529.0,28748.0,41314.0,33419.729166666664,30776.785714285714
2024-01-08 13:00:00+00:00,41996.0,43347.0,38094.0,False,12.25,67.5,7.5,0,13,8,1,0,0,41652.0,33617.0,29377.0,41500.666666666664,33588.958333333336,30815.190476190477
2024-01-08 13:30:00+00:00,41783.0,43063.0,37907.0,False,12.25,67.5,7.5,0,13,8,1,0,0,41996.0,33665.0,30067.0,41718.666666666664,33763.520833333336,30852.747023809523
2024-01-08 14:00:00+00:00,41501.0,43398.0,37734.0,False,12.25,67.0,7.5,0,14,8,1,0,0,41783.0,34205.0,30374.0,41810.333333333336,33932.645833333336,30887.616071428572
2024-01-08 14:30:00+00:00,41468.0,43541.0,37720.0,False,12.25,67.0,7.5,0,14,8,1,0,0,41501.0,35053.0,30972.0,41760.0,34084.645833333336,30920.73214285714
2024-01-08 15:00:00+00:00,41318.0,43648.0,37571.0,False,12.25,66.5,7.5,0,15,8,1,0,0,41468.0,35839.0,31758.0,41584.0,34218.291666666664,30951.970238095237
2024-01-08 15:30:00+00:00,42207.0,44634.0,38414.0,False,12.25,66.5,7.5,0,15,8,1,0,0,41318.0,36726.0,32493.0,41429.0,34332.4375,30980.42261904762
2024-01-08 16:00:00+00:00,43397.0,45190.0,39534.0,False,12.25,66.0,7.5,0,16,8,1,0,0,42207.0,38233.0,33787.0,41664.333333333336,34446.625,31009.333333333332
2024-01-08 16:30:00+00:00,43764.0,45482.0,39818.0,False,12.25,66.0,7.5,0,16,8,1,0,0,43397.0,40090.0,34792.0,42307.333333333336,34554.208333333336,31037.934523809523
2024-01-08 17:00:00+00:00,43272.0,45850.0,39280.0,False,12.25,65.5,7.5,0,17,8,1,0,0,43764.0,41102.0,34845.0,43122.666666666664,34630.75,31064.636904761905
2024-01-08 17:30:00+00:00,43517.0,46261.0,39563.0,False,12.25,65.5,7.5,0,17,8,1,0,0,43272.0,41154.0,34479.0,43477.666666666664,34675.958333333336,31089.717261904763
2024-01-08 18:00:00+00:00,43146.0,45736.0,39326.0,False,12.25,65.0,7.5,0,18,8,1,0,0,43517.0,40475.0,33608.0,43517.666666666664,34725.1875,31116.616071428572
2024-01-08 18:30:00+00:00,42869.0,45482.0,39090.0,False,12.25,65.0,7.5,0,18,8,1,0,0,43146.0,39806.0,32724.0,43311.666666666664,34780.833333333336,31145.002976190477
2024-01-08 19:00:00+00:00,42138.0,43926.0,38498.0,False,12.25,64.5,7.5,0,19,8,1,0,0,42869.0,38676.0,31674.0,43177.333333333336,34844.645833333336,31175.196428571428
2024-01-08 19:30:00+00:00,40852.0,42740.0,37400.0,False,12.25,64.5,7.5,0,19,8,1,0,0,42138.0,37315.0,30525.0,42717.666666666664,34916.770833333336,31206.339285714286
2024-01-08 20:00:00+00:00,39341.0,41778.0,35946.0,False,12.25,64.0,7.5,0,20,8,1,0,0,40852.0,36166.0,28786.0,41953.0,34990.458333333336,31237.074404761905
2024-01-08 20:30:00+00:00,37535.0,39870.0,34319.0,False,12.25,64.0,7.5,0,20,8,1,0,0,39341.0,34837.0,27781.0,40777.0,35056.604166666664,31268.488095238095
2024-01-08 21:00:00+00:00,35807.0,38113.0,32781.0,False,12.25,63.5,7.5,0,21,8,1,0,0,37535.0,33126.0,26182.0,39242.666666666664,35112.8125,31297.51785714286
2024-01-08 21:30:00+00:00,33972.0,36352.0,31016.0,False,12.25,63.5,7.5,0,21,8,1,0,0,35807.0,31720.0,24879.0,37561.0,35168.666666666664,31326.16369047619
2024-01-08 22:00:00+00:00,31606.0,35644.0,28865.0,False,12.25,63.0,7.5,0,22,8,1,0,0,33972.0,30206.0,23495.0,35771.333333333336,35215.583333333336,31353.22619047619
2024-01-08 22:30:00+00:00,29710.0,33819.0,27083.0,False,12.25,63.0,7.5,0,22,8,1,0,0,31606.0,28416.0,22352.0,33795.0,35244.75,31377.366071428572
2024-01-08 23:00:00+00:00,27858.0,32756.0,25399.0,False,12.25,62.5,7.5,0,23,8,1,0,0,29710.0,26741.0,20807.0,31762.666666666668,35271.708333333336,31399.26488095238
2024-01-08 23:30:00+00:00,26696.0,31765.0,24292.0,False,12.25,62.5,7.5,0,23,8,1,0,0,27858.0,25843.0,20060.0,29724.666666666668,35294.979166666664,31420.25
2024-01-09 00:00:00+00:00,26515.0,31853.0,24152.0,False,12.25,74.0,8.5,0,0,9,1,1,0,26696.0,25765.0,20056.0,28088.0,35312.75,31440.0
2024-01-09 00:30:00+00:00,26953.0,32249.0,24604.0,False,12.25,74.0,8.5,0,0,9,1,1,0,26515.0,26291.0,20391.0,27023.0,35328.375,31459.223214285714
2024-01-09 01:00:00+00:00,26522.0,31778.0,24190.0,False,12.25,73.5,8.5,0,1,9,1,1,0,26953.0,25999.0,20055.0,26721.333333333332,35342.166666666664,31478.752976190477
2024-01-09 01:30:00+00:00,25954.0,31156.0,23623.0,False,12.25,73.5,8.5,0,1,9,1,1,0,26522.0,25375.0,19350.0,26663.333333333332,35353.0625,31498.0
2024-01-09 02:00:00+00:00,25617.0,30730.0,23290.0,False,12.25,73.0,8.5,0,2,9,1,1,0,25954.0,24984.0,19219.0,26476.333333333332,35365.125,31517.654761904763
2024-01-09 02:30:00+00:00,25276.0,30409.0,22951.0,False,12.25,73.0,8.5,0,2,9,1,1,0,25617.0,24791.0,19001.0,26031.0,35378.3125,31536.696428571428
2024-01-09 03:00:00+00:00,24988.0,30124.0,22654.0,False,12.25,72.5,8.5,0,3,9,1,1,0,25276.0,24507.0,18649.0,25615.666666666668,35388.416666666664,31555.372023809523
2024-01-09 03:30:00+00:00,24636.0,29907.0,22324.0,False,12.25,72.5,8.5,0,3,9,1,1,0,24988.0,24327.0,18530.0,25293.666666666668,35398.4375,31574.238095238095
2024-01-09 04:00:00+00:00,24272.0,31526.0,22062.0,False,12.25,72.0,8.5,0,4,9,1,1,0,24636.0,24109.0,18450.0,24966.666666666668,35404.875,31592.410714285714
2024-01-09 04:30:00+00:00,24279.0,31610.0,22103.0,False,12.25,72.0,8.5,0,4,9,1,1,0,24272.0,24099.0,18467.0,24632.0,35408.270833333336,31609.738095238095
2024-01-09 05:00:00+00:00,24801.0,32454.0,22644.0,False,12.25,71.5,8.5,0,5,9,1,1,0,24279.0,24475.0,18986.0,24395.666666666668,35412.020833333336,31627.035714285714
2024-01-09 05:30:00+00:00,26105.0,33383.0,23760.0,False,12.25,71.5,8.5,0,5,9,1,1,0,24801.0,25698.0,19601.0,24450.666666666668,35418.8125,31644.342261904763
2024-01-09 06:00:00+00:00,29024.0,36263.0,26536.0,False,12.25,71.0,8.5,0,6,9,1,1,0,26105.0,28529.0,21950.0,25061.666666666668,35427.291666666664,31663.699404761905
2024-01-09 06:30:00+00:00,32000.0,39218.0,29278.0,False,12.25,71.0,8.5,0,6,9,1,1,0,29024.0,31599.0,23605.0,26643.333333333332,35437.604166666664,31684.752976190477
2024-01-09 07:00:00+00:00,35454.0,40172.0,32406.0,False,12.25,70.5,8.5,0,7,9,1,1,0,32000.0,34909.0,26131.0,29043.0,35445.958333333336,31709.738095238095
2024-01-09 07:30:00+00:00,37210.0,41818.0,34027.0,False,12.25,70.5,8.5,0,7,9,1,1,0,35454.0,36704.0,27603.0,32159.333333333332,35457.3125,31737.48511904762
2024-01-09 08:00:00+00:00,38870.0,42226.0,35467.0,False,12.25,70.0,8.5,0,8,9,1,1,0,37210.0,38617.0,29817.0,34888.0,35467.854166666664,31766.07738095238
2024-01-09 08:30:00+00:00,39459.0,42775.0,36077.0,False,12.25,70.0,8.5,0,8,9,1,1,0,38870.0,39385.0,31783.0,37178.0,35473.125,31793.020833333332
2024-01-09 09:00:00+00:00,40161.0,43380.0,36748.0,False,12.25,69.5,8.5,0,9,9,1,1,0,39459.0,40581.0,33278.0,38513.0,35474.666666666664,31815.866071428572
2024-01-09 09:30:00+00:00,39919.0,43143.0,36438.0,False,12.25,69.5,8.5,0,9,9,1,1,0,40161.0,41047.0,34146.0,39496.666666666664,35465.916666666664,31836.35119047619
2024-01-09 10:00:00+00:00,39223.0,42795.0,35735.0,False,12.25,69.0,8.5,0,10,9,1,1,0,39919.0,40859.0,34541.0,39846.333333333336,35442.416666666664,31853.532738095237
2024-01-09 10:30:00+00:00,38510.0,42041.0,35014.0,False,12.25,69.0,8.5,0,10,9,1,1,0,39223.0,41015.0,34830.0,39767.666666666664,35408.333333333336,31867.467261904763
2024-01-09 11:00:00+00:00,38097.0,42213.0,34550.0,False,12.25,68.5,8.5,0,11,9,1,1,0,38510.0,41092.0,34943.0,39217.333333333336,35356.145833333336,31878.41964285714
2024-01-09 11:30:00+00:00,37635.0,41816.0,34089.0,False,12.25,68.5,8.5,0,11,9,1,1,0,38097.0,41342.0,35516.0,38610.0,35293.75,31887.806547619046
2024-01-09 12:00:00+00:00,37556.0,41673.0,34046.0,False,12.25,68.0,8.5,0,12,9,1,1,0,37635.0,41508.0,36134.0,38080.666666666664,35216.520833333336,31894.113095238095
2024-01-09 12:30:00+00:00,37248.0,41275.0,33769.0,False,12.25,68.0,8.5,0,12,9,1,1,0,37556.0,41652.0,36280.0,37762.666666666664,35134.1875,31898.345238095237
2024-01-09 13:00:00+00:00,37172.0,41563.0,33726.0,False,12.25,67.5,8.5,0,13,9,1,1,0,37248.0,41996.0,36082.0,37479.666666666664,35042.4375,31901.22619047619
2024-01-09 13:30:00+00:00,37329.0,41688.0,33867.0,False,12.25,67.5,8.5,0,13,9,1,1,0,37172.0,41783.0,35681.0,37325.333333333336,34941.9375,31904.470238095237
2024-01-09 14:00:00+00:00,37839.0,41906.0,34392.0,False,12.25,67.0,8.5,0,14,9,1,1,0,37329.0,41501.0,35320.0,37249.666666666664,34849.145833333336,31909.375
2024-01-09 14:30:00+00:00,38168.0,42326.0,34688.0,False,12.25,67.0,8.5,0,14,9,1,1,0,37839.0,41468.0,35326.0,37446.666666666664,34772.854166666664,31916.872023809523
2024-01-09 15:00:00+00:00,38927.0,43240.0,35412.0,False,12.25,66.5,8.5,0,15,9,1,1,0,38168.0,41318.0,35716.0,37778.666666666664,34704.104166666664,31925.33035714286
2024-01-09 15:30:00+00:00,40422.0,44654.0,36806.0,False,12.25,66.5,8.5,0,15,9,1,1,0,38927.0,42207.0,35966.0,38311.333333333336,34654.291666666664,31934.886904761905
2024-01-09 16:00:00+00:00,41102.0,44222.0,37322.0,False,12.25,66.0,8.5,0,16,9,1,1,0,40422.0,43397.0,36546.0,39172.333333333336,34617.104166666664,31948.14880952381
2024-01-09 16:30:00+00:00,42388.0,45564.0,38514.0,False,12.25,66.0,8.5,0,16,9,1,1,0,41102.0,43764.0,37536.0,40150.333333333336,34569.291666666664,31961.708333333332
2024-01-09 17:00:00+00:00,43114.0,46402.0,39051.0,False,12.25,65.5,8.5,0,17,9,1,1,0,42388.0,43272.0,38382.0,41304.0,34540.625,31976.14880952381
2024-01-09 17:30:00+00:00,43561.0,46854.0,39502.0,False,12.25,65.5,8.5,0,17,9,1,1,0,43114.0,43517.0,38399.0,42201.333333333336,34537.333333333336,31990.23214285714
2024-01-09 18:00:00+00:00,43213.0,46718.0,39288.0,False,12.25,65.0,8.5,0,18,9,1,1,0,43561.0,43146.0,37716.0,43021.0,34538.25,32005.595238095237
2024-01-09 18:30:00+00:00,42743.0,46099.0,38908.0,False,12.25,65.0,8.5,0,18,9,1,1,0,43213.0,42869.0,36581.0,43296.0,34539.645833333336,32021.95535714286
2024-01-09 19:00:00+00:00,42441.0,45146.0,38744.0,False,12.25,64.5,8.5,0,19,9,1,1,0,42743.0,42138.0,35256.0,43172.333333333336,34537.020833333336,32040.29464285714
2024-01-09 19:30:00+00:00,41221.0,44009.0,37660.0,False,12.25,64.5,8.5,0,19,9,1,1,0,42441.0,40852.0,33905.0,42799.0,34543.333333333336,32061.678571428572
2024-01-09 20:00:00+00:00,39863.0,43592.0,36297.0,False,12.25,64.0,8.5,0,20,9,1,1,0,41221.0,39341.0,32805.0,42135.0,34551.020833333336,32083.45238095238
2024-01-09 20:30:00+00:00,38347.0,42084.0,34893.0,False,12.25,64.0,8.5,0,20,9,1,1,0,39863.0,37535.0,32022.0,41175.0,34561.895833333336,32104.458333333332
2024-01-09 21:00:00+00:00,36463.0,41192.0,33178.0,False,12.25,63.5,8.5,0,21,9,1,1,0,38347.0,35807.0,30514.0,39810.333333333336,34578.8125,32123.282738095237
2024-01-09 21:30:00+00:00,34378.0,39082.0,31313.0,False,12.25,63.5,8.5,0,21,9,1,1,0,36463.0,33972.0,29159.0,38224.333333333336,34592.479166666664,32140.988095238095
2024-01-09 22:00:00+00:00,32265.0,36914.0,29301.0,False,12.25,63.0,8.5,0,22,9,1,1,0,34378.0,31606.0,27828.0,36396.0,34600.9375,32156.520833333332
2024-01-09 22:30:00+00:00,29876.0,34607.0,27118.0,False,12.25,63.0,8.5,0,22,9,1,1,0,32265.0,29710.0,26171.0,34368.666666666664,34614.666666666664,32169.72619047619
2024-01-09 23:00:00+00:00,28156.0,34838.0,25662.0,False,12.25,62.5,8.5,0,23,9,1,1,0,29876.0,27858.0,24093.0,32173.0,34618.125,32180.752976190477
2024-01-09 23:30:00+00:00,26668.0,33982.0,24272.0,False,12.25,62.5,8.5,0,23,9,1,1,0,28156.0,26696.0,23226.0,30099.0,34624.333333333336,32192.845238095237
2024-01-10 00:00:00+00:00,26359.0,34116.0,24057.0,False,12.25,74.0,9.5,0,0,10,1,2,0,26668.0,26515.0,23097.0,28233.333333333332,34623.75,32203.089285714286
2024-01-10 00:30:00+00:00,27118.0,34800.0,24862.0,False,12.25,74.0,9.5,0,0,10,1,2,0,26359.0,26953.0,23277.0,27061.0,34620.5,32212.79761904762
2024-01-10 01:00:00+00:00,26983.0,34596.0,24743.0,False,12.25,73.5,9.5,0,1,10,1,2,0,27118.0,26522.0,23085.0,26715.0,34623.9375,32224.229166666668
2024-01-10 01:30:00+00:00,26350.0,34174.0,24206.0,False,12.25,73.5,9.5,0,1,10,1,2,0,26983.0,25954.0,22707.0,26820.0,34633.541666666664,32235.83035714286
2024-01-10 02:00:00+00:00,26028.0,33465.0,23948.0,False,12.25,73.0,9.5,0,2,10,1,2,0,26350.0,25617.0,22296.0,26817.0,34641.791666666664,32246.67261904762
2024-01-10 02:30:00+00:00,25880.0,33297.0,23697.0,False,12.25,73.0,9.5,0,2,10,1,2,0,26028.0,25276.0,22044.0,26453.666666666668,34650.354166666664,32257.779761904763
2024-01-10 03:00:00+00:00,25222.0,32859.0,23024.0,False,12.25,72.5,9.5,0,3,10,1,2,0,25880.0,24988.0,21820.0,26086.0,34662.9375,32269.196428571428
2024-01-10 03:30:00+00:00,25112.0,32851.0,22870.0,False,12.25,72.5,9.5,0,3,10,1,2,0,25222.0,24636.0,21486.0,25710.0,34667.8125,32279.321428571428
2024-01-10 04:00:00+00:00,24997.0,33162.0,22767.0,False,12.25,72.0,9.5,0,4,10,1,2,0,25112.0,24272.0,21363.0,25404.666666666668,34677.729166666664,32290.113095238095
2024-01-10 04:30:00+00:00,24834.0,32771.0,22630.0,False,12.25,72.0,9.5,0,4,10,1,2,0,24997.0,24279.0,21484.0,25110.333333333332,34692.833333333336,32300.928571428572
2024-01-10 05:00:00+00:00,25499.0,32994.0,23241.0,False,12.25,71.5,9.5,0,5,10,1,2,0,24834.0,24801.0,21865.0,24981.0,34704.395833333336,32310.89880952381
2024-01-10 05:30:00+00:00,26741.0,33777.0,24404.0,False,12.25,71.5,9.5,0,5,10,1,2,0,25499.0,26105.0,22701.0,25110.0,34718.9375,32321.714285714286
2024-01-10 06:00:00+00:00,29628.0,34887.0,27102.0,False,12.25,71.0,9.5,0,6,10,1,2,0,26741.0,29024.0,25087.0,25691.333333333332,34732.1875,32333.738095238095
2024-01-10 06:30:00+00:00,32123.0,37219.0,29412.0,False,12.25,71.0,9.5,0,6,10,1,2,0,29628.0,32000.0,27083.0,27289.333333333332,34744.770833333336,32347.252976190477
2024-01-10 07:00:00+00:00,34757.0,38740.0,31714.0,False,12.25,70.5,9.5,0,7,10,1,2,0,32123.0,35454.0,29473.0,29497.333333333332,34747.333333333336,32362.252976190477
2024-01-10 07:30:00+00:00,36331.0,40071.0,33089.0,False,12.25,70.5,9.5,0,7,10,1,2,0,34757.0,37210.0,30770.0,32169.333333333332,34732.8125,32377.979166666668
2024-01-10 08:00:00+00:00,38018.0,40275.0,34675.0,False,12.25,70.0,9.5,0,8,10,1,2,0,36331.0,38870.0,32399.0,34403.666666666664,34714.5,32394.529761904763
2024-01-10 08:30:00+00:00,38559.0,40630.0,35066.0,False,12.25,70.0,9.5,0,8,10,1,2,0,38018.0,39459.0,33463.0,36368.666666666664,34696.75,32411.252976190477
2024-01-10 09:00:00+00:00,39398.0,41139.0,35891.0,False,12.25,69.5,9.5,0,9,10,1,2,0,38559.0,40161.0,33798.0,37636.0,34678.0,32426.41964285714
2024-01-10 09:30:00+00:00,39459.0,41337.0,35894.0,False,12.25,69.5,9.5,0,9,10,1,2,0,39398.0,39919.0,33880.0,38658.333333333336,34662.104166666664,32443.08630952381
2024-01-10 10:00:00+00:00,39052.0,40910.0,35521.0,False,12.25,69.0,9.5,0,10,10,1,2,0,39459.0,39223.0,33965.0,39138.666666666664,34652.520833333336,32459.690476190477
2024-01-10 10:30:00+00:00,38483.0,40364.0,34928.0,False,12.25,69.0,9.5,0,10,10,1,2,0,39052.0,38510.0,34154.0,39303.0,34648.958333333336,32474.83035714286
2024-01-10 11:00:00+00:00,38395.0,39776.0,34836.0,False,12.25,68.5,9.5,0,11,10,1,2,0,38483.0,38097.0,34057.0,38998.0,34648.395833333336,32487.714285714286
2024-01-10 11:30:00+00:00,38114.0,39476.0,34561.0,False,12.25,68.5,9.5,0,11,10,1,2,0,38395.0,37635.0,34036.0,38643.333333333336,34654.604166666664,32500.625
2024-01-10 12:00:00+00:00,37971.0,39763.0,34432.0,False,12.25,68.0,9.5,0,12,10,1,2,0,38114.0,37556.0,34751.0,38330.666666666664,34664.583333333336,32512.761904761905
2024-01-10 12:30:00+00:00,37854.0,39797.0,34310.0,False,12.25,68.0,9.5,0,12,10,1,2,0,37971.0,37248.0,35116.0,38160.0,34673.229166666664,32522.345238095237
2024-01-10 13:00:00+00:00,37829.0,41370.0,34358.0,False,12.25,67.5,9.5,0,13,10,1,2,0,37854.0,37172.0,34955.0,37979.666666666664,34685.854166666664,32530.494047619046
2024-01-10 13:30:00+00:00,37841.0,41498.0,34334.0,False,12.25,67.5,9.5,0,13,10,1,2,0,37829.0,37329.0,35090.0,37884.666666666664,34699.541666666664,32539.04761904762
2024-01-10 14:00:00+00:00,37696.0,41799.0,34257.0,False,12.25,67.0,9.5,0,14,10,1,2,0,37841.0,37839.0,35488.0,37841.333333333336,34710.208333333336,32547.23511904762
2024-01-10 14:30:00+00:00,38211.0,42320.0,34933.0,False,12.25,67.0,9.5,0,14,10,1,2,0,37696.0,38168.0,35654.0,37788.666666666664,34707.229166666664,32553.806547619046
2024-01-10 15:00:00+00:00,38854.0,42660.0,35499.0,False,12.25,66.5,9.5,0,15,10,1,2,0,38211.0,38927.0,35789.0,37916.0,34708.125,32561.416666666668
2024-01-10 15:30:00+00:00,39701.0,43482.0,36387.0,False,12.25,66.5,9.5,0,15,10,1,2,0,38854.0,40422.0,36633.0,38253.666666666664,34706.604166666664,32570.53869047619
2024-01-10 16:00:00+00:00,40653.0,43700.0,37198.0,False,12.25,66.0,9.5,0,16,10,1,2,0,39701.0,41102.0,37642.0,38922.0,34691.583333333336,32579.66964285714
2024-01-10 16:30:00+00:00,42019.0,45173.0,38523.0,False,12.25,66.0,9.5,0,16,10,1,2,0,40653.0,42388.0,38661.0,39736.0,34682.229166666664,32588.630952380954
2024-01-10 17:00:00+00:00,42742.0,45797.0,39189.0,False,12.25,65.5,9.5,0,17,10,1,2,0,42019.0,43114.0,39360.0,40791.0,34674.541666666664,32598.625
2024-01-10 17:30:00+00:00,42791.0,45817.0,39186.0,False,12.25,65.5,9.5,0,17,10,1,2,0,42742.0,43561.0,39562.0,41804.666666666664,34666.791666666664,32608.690476190477
2024-01-10 18:00:00+00:00,42628.0,44969.0,39108.0,False,12.25,65.0,9.5,0,18,10,1,2,0,42791.0,43213.0,39380.0,42517.333333333336,34650.75,32618.300595238095
2024-01-10 18:30:00+00:00,42133.0,44400.0,38654.0,False,12.25,65.0,9.5,0,18,10,1,2,0,42628.0,42743.0,38312.0,42720.333333333336,34638.5625,32627.967261904763
2024-01-10 19:00:00+00:00,41723.0,43287.0,38390.0,False,12.25,64.5,9.5,0,19,10,1,2,0,42133.0,42441.0,37641.0,42517.333333333336,34625.854166666664,32639.339285714286
2024-01-10 19:30:00+00:00,40321.0,41849.0,37133.0,False,12.25,64.5,9.5,0,19,10,1,2,0,41723.0,41221.0,36378.0,42161.333333333336,34610.895833333336,32651.488095238095
2024-01-10 20:00:00+00:00,39171.0,41329.0,36061.0,False,12.25,64.0,9.5,0,20,10,1,2,0,40321.0,39863.0,35027.0,41392.333333333336,34592.145833333336,32663.223214285714
2024-01-10 20:30:00+00:00,37738.0,39910.0,34825.0,False,12.25,64.0,9.5,0,20,10,1,2,0,39171.0,38347.0,33488.0,40405.0,34577.729166666664,32675.556547619046
2024-01-10 21:00:00+00:00,36149.0,39421.0,33420.0,False,12.25,63.5,9.5,0,21,10,1,2,0,37738.0,36463.0,32094.0,39076.666666666664,34565.041666666664,32688.20535714286
2024-01-10 21:30:00+00:00,34439.0,37831.0,31817.0,False,12.25,63.5,9.5,0,21,10,1,2,0,36149.0,34378.0,30431.0,37686.0,34558.5,32700.27380952381
2024-01-10 22:00:00+00:00,31927.0,35748.0,29422.0,False,12.25,63.0,9.5,0,22,10,1,2,0,34439.0,32265.0,28309.0,36108.666666666664,34559.770833333336,32712.20238095238
2024-01-10 22:30:00+00:00,29860.0,33617.0,27542.0,False,12.25,63.0,9.5,0,22,10,1,2,0,31927.0,29876.0,26784.0,34171.666666666664,34552.729166666664,32722.970238095237
2024-01-10 23:00:00+00:00,28185.0,33526.0,25965.0,False,12.25,62.5,9.5,0,23,10,1,2,0,29860.0,28156.0,25182.0,32075.333333333332,34552.395833333336,32732.125
2024-01-10 23:30:00+00:00,27057.0,33291.0,24928.0,False,12.25,62.5,9.5,0,23,10,1,2,0,28185.0,26668.0,24088.0,29990.666666666668,34553.0,32741.0625
